File_Name,Error,Similarity,MSE,Similarity_MSE,PSNR,SSIM,Encode_Time,Decode_Time
img_0_slice_1.npy,0.0656284990753905,93.43715009246095,0.010042586461696257,98.99574135383038,19.981544205197725,0.5383967579379905,0.12637591361999512,0.2516021728515625
img_0_slice_102.npy,0.05138904500693178,94.86109549930683,0.00675443550540166,99.32455644945983,21.704109408141488,0.579586720571043,0.08581304550170898,0.14199376106262207
img_0_slice_106.npy,0.055223154077304853,94.47768459226951,0.008043904045232017,99.1956095954768,20.94533118691258,0.573255814658791,0.08276915550231934,0.12772870063781738
img_0_slice_117.npy,0.052352284965330446,94.76477150346696,0.006934820075479672,99.30651799245204,21.58964802253278,0.5668122962598013,0.08963513374328613,0.141859769821167
img_0_slice_120.npy,0.05706519637627049,94.29348036237295,0.008365196830355352,99.16348031696447,20.77523835773732,0.5675874111302325,0.08183503150939941,0.14189910888671875
img_0_slice_128.npy,0.053050869987066436,94.69491300129336,0.0072481565115799455,99.275184348842,21.397724373812366,0.5649740411354269,0.08492803573608398,0.13796114921569824
img_0_slice_130.npy,0.05630975709684769,94.36902429031522,0.008349064101268152,99.1650935898732,20.783622045685043,0.5590874057776744,0.08071708679199219,0.13737797737121582
img_0_slice_136.npy,0.04855552557943883,95.14444744205612,0.00609858931514292,99.3901410684857,22.14770611464811,0.5789118349681389,0.08378386497497559,0.1398301124572754
img_0_slice_145.npy,0.052672791225732075,94.73272087742679,0.007310020383680319,99.26899796163197,21.36081412028796,0.5690362108239447,0.0871279239654541,0.14272499084472656
img_0_slice_151.npy,0.05621103968081337,94.37889603191867,0.0084181655443999,99.15818344556001,20.74782538042443,0.5579284524233441,0.08427977561950684,0.1359851360321045
img_0_slice_154.npy,0.04827391762581699,95.1726082374183,0.0060000411527507975,99.39999588472492,22.2184577089114,0.5710209657562741,0.08384203910827637,0.14056706428527832
img_0_slice_167.npy,0.04838577895722451,95.16142210427755,0.006146398701753918,99.3853601298246,22.113792715518997,0.5888861037137364,0.08260226249694824,0.14368009567260742
img_0_slice_169.npy,0.054248948715988544,94.57510512840115,0.007967498079151467,99.20325019208485,20.986780325563345,0.5728067286119702,0.08297419548034668,0.14458584785461426
img_0_slice_175.npy,0.05005249243966378,94.99475075603362,0.0066362653462739484,99.3363734653726,21.78076257349504,0.5734525329575227,0.08297395706176758,0.13812780380249023
img_0_slice_182.npy,0.04380624202577378,95.61937579742262,0.004900530982738769,99.50994690172612,23.09756860710296,0.5916771828513774,0.08426904678344727,0.13220810890197754
img_0_slice_186.npy,0.044172971198298855,95.58270288017012,0.0051086804823744355,99.48913195176256,22.91691259009069,0.6084671533054882,0.08334207534790039,0.14327311515808105
img_0_slice_20.npy,0.058813659403052145,94.11863405969478,0.008657374911234873,99.13426250887652,20.626137747716186,0.5847395453287102,0.08574271202087402,0.13987016677856445
img_0_slice_209.npy,0.061137008360924366,93.88629916390757,0.009385229753894882,99.06147702461051,20.275550912229864,0.5669091176430731,0.09339499473571777,0.14156103134155273
img_0_slice_213.npy,0.05460943890360119,94.53905610963989,0.0070833791235080466,99.29166208764919,21.497595128477897,0.5852800222555992,0.08399009704589844,0.13798308372497559
img_0_slice_219.npy,0.07234704741555498,92.7652952584445,0.01242593018056552,98.75740698194345,19.05671090951482,0.5119375039986609,0.08316588401794434,0.13998794555664062
img_0_slice_230.npy,0.07864953235100143,92.13504676489985,0.013346847776914925,98.66531522230851,18.746212927070037,0.4326667838495461,0.08261299133300781,0.13815808296203613
img_0_slice_232.npy,0.07117860251014255,92.88213974898575,0.010750724410595745,98.92492755894042,19.6856227091818,0.4550468350588605,0.08440208435058594,0.15104389190673828
img_0_slice_243.npy,0.06067146004657907,93.93285399534209,0.007537844765936895,99.2462155234063,21.227528106369043,0.4727321415482346,0.09526896476745605,0.15282726287841797
img_0_slice_25.npy,0.05713700984955584,94.28629901504442,0.00829889374078011,99.17011062592199,20.809797960932382,0.5896429664533851,0.08898210525512695,0.14250588417053223
img_0_slice_254.npy,0.06331450171192368,93.66854982880764,0.00838934604669975,99.16106539533003,20.762718913022557,0.49062874413134916,0.08579611778259277,0.13265681266784668
img_0_slice_258.npy,0.06997438771414566,93.00256122858544,0.010491106242091233,98.95088937579088,19.79178714904146,0.48145227571797994,0.08230185508728027,0.1477651596069336
img_0_slice_36.npy,0.048115240248617096,95.18847597513829,0.005946117097922032,99.4053882902078,22.25766542409818,0.605309994049439,0.08354425430297852,0.13786077499389648
img_0_slice_48.npy,0.052514565118121186,94.74854348818789,0.007200994222146402,99.27990057778537,21.426075375433314,0.592751378127192,0.08125424385070801,0.14432597160339355
img_0_slice_56.npy,0.04945821649048133,95.05417835095187,0.006355356242131522,99.36446437578684,21.968601005536073,0.5841826033427635,0.08284115791320801,0.1398630142211914
img_0_slice_6.npy,0.06685860743397844,93.31413925660216,0.010675009655215579,98.93249903447844,19.716317234968542,0.559600340492477,0.08292078971862793,0.14435577392578125
img_0_slice_64.npy,0.05156441237681398,94.84355876231861,0.007086592153661674,99.29134078463383,21.495625609609398,0.5852052276769169,0.08358097076416016,0.13736701011657715
img_0_slice_71.npy,0.05281631687302312,94.71836831269769,0.007349240313319117,99.2650759686681,21.33757551362759,0.5926452983382847,0.08190011978149414,0.1414642333984375
